identifier1	identifier2	annotator	judgment	comment	lemma	round
fic_1827_7168.txt-915-10	nf_1977_774125.txt-1398-15	annotator3	3		chef_nn	1
nf_1977_774125.txt-1297-15	fic_2004_32588.txt-86-3	annotator3	4		chef_nn	1
mag_1836_554393.txt-176-6	mag_1986_432289.txt-29-3	annotator3	4		chef_nn	1
news_2007_637870.txt-20-6	nf_1977_774125.txt-1398-15	annotator3	4		chef_nn	1
fic_2005_50340.txt-357-17	mag_2002_397228.txt-0-30	annotator3	4		chef_nn	1
nf_1977_774125.txt-1297-15	news_1995_631270.txt-48-3	annotator3	4		chef_nn	1
nf_1977_774125.txt-1398-15	fic_2005_50340.txt-357-17	annotator3	4		chef_nn	1
mag_2002_397228.txt-0-30	news_2007_637870.txt-20-6	annotator3	4		chef_nn	1
nf_1977_774125.txt-1398-15	fic_1992_40323.txt-77-14	annotator3	4		chef_nn	1
mag_1986_432289.txt-29-3	fic_2004_32588.txt-86-3	annotator3	4		chef_nn	1
mag_2002_397228.txt-0-30	fic_1992_40323.txt-77-14	annotator3	4		chef_nn	1
mag_1986_432289.txt-29-3	fic_1848_1108.txt-660-44	annotator3	4		chef_nn	1
mag_1986_432289.txt-29-3	nf_1977_774125.txt-1297-15	annotator3	4		chef_nn	1
news_2007_637870.txt-20-6	nf_1977_774125.txt-1398-15	annotator0	4		chef_nn	1
mag_1986_432289.txt-29-3	fic_1848_1108.txt-660-44	annotator0	4	Unsure; sentence 2 doesn't really provide enough context	chef_nn	1
fic_1992_40323.txt-77-14	mag_1836_554393.txt-176-6	annotator0	1	Unsure; chef de brigade is French so should this be 0?	chef_nn	1
fic_2004_32588.txt-86-3	news_1995_631270.txt-48-3	annotator0	4		chef_nn	1
news_2007_637870.txt-20-6	nf_1977_774125.txt-1297-15	annotator0	4	Unsure; the context in sentence 2 is unclear	chef_nn	1
fic_1992_40323.txt-77-14	fic_1848_1108.txt-660-44	annotator0	4	Unsure	chef_nn	1
mag_1986_432289.txt-29-3	nf_1977_774125.txt-1297-15	annotator0	4		chef_nn	1
mag_1836_554393.txt-176-6	mag_2002_397228.txt-0-30	annotator0	1	Unsure; chef de brigade is French so should this be 0?	chef_nn	1
nf_1977_774125.txt-1398-15	fic_1992_40323.txt-77-14	annotator0	4		chef_nn	1
nf_1977_774125.txt-1398-15	fic_2005_50340.txt-357-17	annotator0	4		chef_nn	1
fic_2007_33461.txt-116-19	fic_1992_40323.txt-77-14	annotator0	4		chef_nn	1
mag_1986_432289.txt-29-3	fic_2007_33461.txt-116-19	annotator0	4		chef_nn	1
fic_1827_7168.txt-915-10	fic_2005_50340.txt-357-17	annotator0	1		chef_nn	1
mag_1836_554393.txt-176-6	mag_1986_432289.txt-29-3	annotator0	0	Unsure; chef de brigade is French so should this be 0?	chef_nn	1
nf_1977_774125.txt-1297-15	nf_1991_774072.txt-1394-40	annotator0	4		chef_nn	1
fic_1848_1108.txt-660-44	news_2006_629441.txt-92-6	annotator0	4		chef_nn	1
fic_1848_1108.txt-907-2	nf_1977_774125.txt-986-6	annotator0	4		chef_nn	5
news_1995_631270.txt-48-3	mag_1827_553811.txt-58-39	annotator0	1		chef_nn	5
mag_1970_490700.txt-1377-6	mag_1994_409087.txt-47-2	annotator0	4		chef_nn	5
news_1997_610573.txt-66-9	news_1997_610581.txt-97-15	annotator0	4		chef_nn	5
fic_1843_7026.txt-1111-34	fic_1827_7168.txt-915-10	annotator0	4		chef_nn	5
fic_1827_7168.txt-915-10	mag_2009_406412.txt-9-7	annotator0	1		chef_nn	5
mag_1995_395507.txt-45-4	mag_1836_554393.txt-176-6	annotator0	1		chef_nn	5
fic_1848_1108.txt-658-11	news_1982_668379.txt-54-6	annotator0	4		chef_nn	5
mag_2002_397228.txt-0-30	news_1993_600214.txt-63-19	annotator0	4		chef_nn	5
fic_1995_39408.txt-349-5	nf_1833_747531.txt-2651-12	annotator0	1		chef_nn	5
mag_1834_564675.txt-91-45	mag_1860_567343.txt-87-1	annotator0	4		chef_nn	5
mag_1843_565236.txt-728-35	mag_1994_426049.txt-149-1	annotator0	1		chef_nn	5
news_1996_625831.txt-58-40	fic_1989_14218.txt-1947-9	annotator0	1		chef_nn	5
fic_1848_1108.txt-1271-6	mag_1994_426049.txt-149-1	annotator0	4		chef_nn	5
news_1997_610573.txt-66-9	news_1977_732998.txt-23-0	annotator0	4		chef_nn	5
fic_1830_7266.txt-2405-21	mag_1860_567343.txt-87-1	annotator0	4		chef_nn	5
news_2005_623919.txt-25-4	mag_1836_554393.txt-176-6	annotator0	1		chef_nn	5
mag_1834_564675.txt-91-45	fic_1995_39282.txt-307-1	annotator0	1		chef_nn	5
fic_2005_50340.txt-357-17	mag_1836_554393.txt-176-6	annotator0	1		chef_nn	5
fic_1835_7142.txt-815-43	fic_1835_7142.txt-1357-3	annotator0	4	French	chef_nn	5
news_1996_658409.txt-1-8	nf_1965_773962.txt-441-11	annotator0	4		chef_nn	5
mag_1850_555680.txt-297-13	mag_1999_407915.txt-20-11	annotator0	1		chef_nn	5
fic_1835_7142.txt-1357-3	fic_1819_8988.txt-1529-15	annotator0	1	French	chef_nn	5
news_2006_623954.txt-164-19	nf_1844_747533.txt-1857-4	annotator0	1		chef_nn	5
fic_1998_43729.txt-862-4	mag_1834_564675.txt-91-45	annotator0	1		chef_nn	5
nf_1991_774072.txt-1191-11	mag_1995_395507.txt-45-4	annotator0	4		chef_nn	5
nf_1838_747482.txt-609-7	mag_1834_564675.txt-91-45	annotator0	1		chef_nn	5
mag_1843_565236.txt-728-35	news_2004_640280.txt-14-1	annotator0	1		chef_nn	5
fic_2004_49470.txt-126-19	news_2006_623954.txt-164-19	annotator0	4		chef_nn	5
news_1992_619168.txt-32-23	news_1995_631301.txt-29-11	annotator0	4		chef_nn	5
fic_1830_7266.txt-2405-21	news_2004_640280.txt-14-1	annotator0	1		chef_nn	5
fic_2004_49470.txt-126-19	mag_1860_567343.txt-87-1	annotator0	1		chef_nn	5
fic_1830_7266.txt-2405-21	fic_1835_7142.txt-1357-3	annotator0	1		chef_nn	5
mag_1834_564675.txt-91-45	fic_1819_8988.txt-1529-15	annotator0	1		chef_nn	5
mag_1989_328766.txt-15-6	nf_1977_774125.txt-986-6	annotator0	4		chef_nn	5
fic_2008_36144.txt-580-12	fic_1993_25002.txt-9471-1	annotator0	4		chef_nn	5
fic_1835_7142.txt-815-43	fic_1835_7142.txt-1357-3	annotator7	4	This is not an English word, it is French.	chef_nn	5
mag_1834_564675.txt-91-45	fic_1835_7142.txt-815-43	annotator7	4	“Chef” is really only English in the cooking sense. I do not agree that this should be part of the corpus.	chef_nn	5
mag_2009_405412.txt-17-12	news_1997_610573.txt-66-9	annotator7	4		chef_nn	5
news_1977_732998.txt-23-0	mag_1982_432096.txt-101-5	annotator7	4		chef_nn	5
news_1996_625831.txt-58-40	news_1993_600214.txt-63-19	annotator7	4		chef_nn	5
news_1994_641063.txt-27-0	news_1983_671296.txt-46-5	annotator7	4		chef_nn	5
news_1993_600214.txt-63-19	fic_1843_7026.txt-1111-34	annotator7	1		chef_nn	5
news_1992_619168.txt-32-23	news_1995_631301.txt-29-11	annotator7	4		chef_nn	5
mag_1860_567343.txt-87-1	news_1983_671296.txt-46-5	annotator7	1		chef_nn	5
mag_1843_565236.txt-728-35	mag_1832_564353.txt-125-27	annotator7	4		chef_nn	5
mag_2009_405412.txt-17-12	fic_1848_1108.txt-886-11	annotator7	4		chef_nn	5
news_2006_623954.txt-164-19	nf_1844_747533.txt-1857-4	annotator7	1		chef_nn	5
fic_1844_3928.txt-1406-9	fic_1846_544.txt-2808-20	annotator7	4		chef_nn	5
mag_1845_565442.txt-141-14	mag_1860_567343.txt-87-1	annotator7	4		chef_nn	5
mag_1834_564675.txt-91-45	news_2006_623955.txt-26-1	annotator7	1		chef_nn	5
fic_1977_10626.txt-73-4	fic_1844_3928.txt-1406-9	annotator7	1		chef_nn	5
news_1995_631301.txt-29-11	news_1969_727860.txt-19-7	annotator7	4		chef_nn	5
fic_1848_1108.txt-660-44	mag_1995_395507.txt-21-17	annotator7	4		chef_nn	5
mag_1834_564675.txt-91-45	mag_1860_567343.txt-87-1	annotator7	4		chef_nn	5
mag_1850_555680.txt-297-13	mag_1999_407915.txt-20-11	annotator7	1		chef_nn	5
fic_2008_36144.txt-580-12	fic_1835_7142.txt-815-43	annotator7	1		chef_nn	5
fic_1848_1108.txt-658-11	news_1982_668379.txt-54-6	annotator7	4		chef_nn	5
mag_1982_432096.txt-101-5	nf_1991_774072.txt-1191-11	annotator7	4		chef_nn	5
mag_1834_564675.txt-91-45	fic_1819_8988.txt-1529-15	annotator7	4	This isn’t really English.	chef_nn	5
news_1983_671296.txt-46-5	fic_1993_25016.txt-45-24	annotator7	4		chef_nn	5
fic_1827_7168.txt-915-10	mag_1834_564675.txt-91-45	annotator7	4		chef_nn	5
fic_2005_32589.txt-87-26	news_1969_727860.txt-19-7	annotator7	4		chef_nn	5
mag_1988_327176.txt-25-12	news_2006_623955.txt-26-1	annotator7	4		chef_nn	5
news_2006_604835.txt-57-12	news_2004_640280.txt-14-1	annotator7	4		chef_nn	5
mag_1995_395507.txt-21-17	news_2006_623955.txt-26-1	annotator7	4		chef_nn	5
fic_1830_7266.txt-2405-21	news_2004_640280.txt-14-1	annotator7	1		chef_nn	5
news_2006_629441.txt-92-6	news_1983_671296.txt-46-5	annotator7	4		chef_nn	5
news_1997_610573.txt-66-9	news_1997_610581.txt-97-15	annotator7	4		chef_nn	5
mag_2004_410917.txt-95-12	fic_1844_3928.txt-1406-9	annotator7	1		chef_nn	5
mag_2009_405412.txt-17-12	fic_1848_1108.txt-1271-6	annotator7	4		chef_nn	5
mag_1834_564675.txt-91-45	fic_1998_43248.txt-105-21	annotator7	1		chef_nn	5
news_2006_623955.txt-26-1	mag_1836_554393.txt-176-6	annotator8	1		chef_nn	5
news_1992_619168.txt-32-23	news_1995_631301.txt-29-11	annotator8	4		chef_nn	5
news_1993_600214.txt-63-19	news_1997_610573.txt-66-9	annotator8	4		chef_nn	5
mag_1982_432096.txt-101-5	nf_1991_774072.txt-1191-11	annotator8	4		chef_nn	5
news_1995_631301.txt-29-11	mag_1832_564353.txt-125-27	annotator8	1		chef_nn	5
fic_2004_49470.txt-126-19	mag_1860_567343.txt-87-1	annotator8	1		chef_nn	5
news_2006_629441.txt-92-6	news_1983_671296.txt-46-5	annotator8	4		chef_nn	5
mag_1843_565236.txt-728-35	fic_1844_3928.txt-1406-9	annotator8	1		chef_nn	5
news_2006_629441.txt-92-6	fic_1993_25016.txt-45-24	annotator8	3		chef_nn	5
fic_1848_1108.txt-886-11	mag_2009_406412.txt-9-7	annotator8	4		chef_nn	5
mag_2002_397228.txt-0-30	fic_1848_1108.txt-1267-1	annotator8	4		chef_nn	5
news_2004_617203.txt-102-4	mag_1832_564353.txt-125-27	annotator8	1		chef_nn	5
mag_1843_565236.txt-728-35	mag_1832_564353.txt-125-27	annotator8	4		chef_nn	5
fic_1848_1108.txt-907-2	nf_1977_774125.txt-986-6	annotator8	4		chef_nn	5
news_1994_606769.txt-54-0	fic_1848_1108.txt-1284-31	annotator8	1		chef_nn	5
fic_1848_1108.txt-660-44	mag_1834_564675.txt-91-45	annotator8	1		chef_nn	5
mag_1843_565236.txt-728-35	mag_1850_555680.txt-297-13	annotator8	2		chef_nn	5
fic_1848_1108.txt-660-44	mag_1995_395507.txt-21-17	annotator8	4		chef_nn	5
fic_1835_7142.txt-815-43	fic_1835_7142.txt-1357-3	annotator8	4		chef_nn	5
nf_1965_773962.txt-441-11	fic_1843_7026.txt-1111-34	annotator8	1		chef_nn	5
nf_1833_747531.txt-2651-12	mag_1834_564675.txt-91-45	annotator8	4		chef_nn	5
news_2006_623954.txt-164-19	nf_1844_747533.txt-1857-4	annotator8	1		chef_nn	5
news_1995_631270.txt-48-3	mag_1827_553811.txt-58-39	annotator8	1		chef_nn	5
mag_1832_564353.txt-125-27	mag_1827_553811.txt-241-8	annotator8	1		chef_nn	5
news_1977_732998.txt-23-0	mag_1850_555680.txt-297-13	annotator8	1		chef_nn	5
mag_1827_553811.txt-241-8	fic_1846_544.txt-2808-20	annotator8	4		chef_nn	5
news_1997_610573.txt-66-9	news_1997_610581.txt-97-15	annotator8	4		chef_nn	5
fic_1827_7168.txt-1724-40	mag_1860_567343.txt-87-1	annotator8	4		chef_nn	5
news_1996_625831.txt-58-40	fic_1989_14218.txt-1947-9	annotator8	4		chef_nn	5
fic_1989_14218.txt-1947-9	mag_1845_565442.txt-141-14	annotator8	1		chef_nn	5
fic_1830_7266.txt-2405-21	news_1997_610552.txt-22-22	annotator8	1		chef_nn	5
fic_1827_7168.txt-915-10	mag_1834_564675.txt-91-45	annotator8	4		chef_nn	5
nf_1833_747531.txt-2651-12	fic_1819_8988.txt-1529-15	annotator8	1		chef_nn	5
mag_2006_428641.txt-119-6	fic_2001_27380.txt-81-4	annotator8	4		chef_nn	5
fic_1827_7168.txt-915-10	mag_2009_406412.txt-9-7	annotator8	1		chef_nn	5
mag_1995_395507.txt-45-4	mag_1836_554393.txt-176-6	annotator8	1		chef_nn	5
news_1995_638686.txt-13-1	fic_1850_7304.txt-1678-37	annotator11	0		chef_nn	6
fic_2008_36299.txt-94-1	news_1997_621043.txt-70-18	annotator11	4		chef_nn	6
news_1977_732998.txt-23-0	news_1995_631301.txt-29-11	annotator11	4		chef_nn	6
fic_1848_1108.txt-882-6	fic_2000_28758.txt-105-13	annotator11	4		chef_nn	6
mag_1995_395507.txt-45-4	news_1993_600214.txt-63-19	annotator11	4		chef_nn	6
news_2006_604835.txt-57-12	nf_1991_774072.txt-1176-5	annotator11	4		chef_nn	6
mag_1996_427510.txt-24-23	mag_2009_405412.txt-17-12	annotator11	4		chef_nn	6
fic_2005_32589.txt-87-26	fic_1844_3928.txt-2022-43	annotator11	1		chef_nn	6
news_1997_610573.txt-66-9	mag_1999_407915.txt-274-7	annotator9	4		chef_nn	6
news_1993_600214.txt-63-19	news_1996_625831.txt-58-40	annotator9	3		chef_nn	6
mag_1836_554393.txt-176-33	nf_2009_774617.txt-77-3	annotator9	2		chef_nn	6
mag_1858_556623.txt-365-50	nf_1977_774125.txt-767-0	annotator9	2		chef_nn	6
fic_1997_42337.txt-598-17	news_1982_668379.txt-54-6	annotator9	4		chef_nn	6
fic_1999_16036.txt-585-7	fic_2003_27409.txt-227-20	annotator9	3		chef_nn	6
fic_1973_10570.txt-3537-12	mag_1843_565236.txt-728-35	annotator9	2		chef_nn	6
fic_1848_1108.txt-660-44	news_2002_603927.txt-69-19	annotator9	4		chef_nn	6
fic_1995_39408.txt-349-5	nf_1977_774125.txt-986-6	annotator9	0		chef_nn	6
fic_1835_7064.txt-946-17	mag_1845_565442.txt-141-14	annotator9	4		chef_nn	6
mag_2002_397228.txt-0-30	mag_1994_409087.txt-47-2	annotator9	4		chef_nn	6
mag_1832_564353.txt-125-27	nf_1843_748690.txt-2460-61	annotator9	0		chef_nn	6
mag_2009_405412.txt-17-12	news_1994_641063.txt-27-0	annotator9	4		chef_nn	6
mag_1995_395507.txt-3-6	nf_1838_747482.txt-609-7	annotator9	3		chef_nn	6
mag_1832_564353.txt-125-27	news_1994_620115.txt-16-3	annotator9	0		chef_nn	6
nf_1977_774125.txt-986-6	mag_1835_554346.txt-89-53	annotator9	0		chef_nn	6
mag_1989_328766.txt-15-6	mag_1997_428061.txt-153-6	annotator9	0		chef_nn	6
fic_1835_7142.txt-815-43	mag_2009_405412.txt-17-12	annotator9	0		chef_nn	6
fic_1846_544.txt-2808-20	fic_2000_28758.txt-105-13	annotator9	4		chef_nn	6
fic_2005_50340.txt-357-17	mag_1832_564353.txt-125-27	annotator9	0		chef_nn	6
mag_2002_397228.txt-0-30	fic_1848_1108.txt-892-14	annotator9	3		chef_nn	6
news_1977_732998.txt-23-0	mag_1995_395507.txt-45-4	annotator9	0		chef_nn	6
fic_1840_7057.txt-1784-63	fic_1851_1184.txt-1851-6	annotator9	4		chef_nn	6
fic_1963_780073.txt-930-21	news_1997_610552.txt-22-22	annotator9	3		chef_nn	6
mag_1997_428061.txt-153-6	fic_1844_3928.txt-1406-9	annotator11	1		chef_nn	6
nf_1859_748120.txt-1635-2	mag_2002_397228.txt-0-30	annotator11	1		chef_nn	6
nf_1965_773962.txt-441-11	news_1994_606769.txt-54-0	annotator11	4		chef_nn	6
nf_1856_755595.txt-1039-23	fic_1835_7064.txt-946-17	annotator11	1		chef_nn	6
mag_1831_563844.txt-522-33	nf_1859_748120.txt-1635-2	annotator11	1		chef_nn	6
fic_1830_7266.txt-2405-21	nf_1859_748120.txt-1635-2	annotator11	4		chef_nn	6
fic_1999_16036.txt-585-7	news_2002_603927.txt-69-19	annotator11	4		chef_nn	6
nf_1844_747533.txt-1857-4	mag_1836_554393.txt-176-6	annotator11	1		chef_nn	6
nf_1999_774962.txt-306-26	nf_1977_774125.txt-1317-2	annotator11	4		chef_nn	6
fic_2000_28758.txt-105-13	news_1996_658409.txt-1-8	annotator11	4		chef_nn	6
nf_1838_747482.txt-728-5	fic_1993_25002.txt-9471-1	annotator11	2		chef_nn	6
nf_1859_748120.txt-1635-2	news_1996_658409.txt-1-8	annotator11	1		chef_nn	6
news_1995_638686.txt-13-1	mag_2002_385272.txt-92-13	annotator11	4		chef_nn	6
nf_1999_774962.txt-306-26	fic_1843_7026.txt-476-36	annotator11	1		chef_nn	6
news_1982_668379.txt-54-6	news_2006_623954.txt-164-19	annotator11	4		chef_nn	6
fic_1848_1108.txt-882-6	nf_1999_774962.txt-306-26	annotator11	4		chef_nn	6
news_1997_610573.txt-66-9	news_1992_619168.txt-32-23	annotator11	4		chef_nn	6
fic_1848_1108.txt-1752-4	mag_1995_395507.txt-45-4	annotator11	4		chef_nn	6
fic_1835_7143.txt-1888-47	nf_1838_747482.txt-728-5	annotator11	2		chef_nn	6
fic_1848_1108.txt-888-9	fic_1848_1108.txt-660-44	annotator11	4		chef_nn	6
fic_1819_8988.txt-1465-17	fic_2005_32589.txt-87-26	annotator11	1		chef_nn	6
mag_1860_567343.txt-87-1	fic_1848_1108.txt-907-2	annotator11	1		chef_nn	6
news_1982_668379.txt-54-6	nf_1843_748690.txt-2460-61	annotator11	1		chef_nn	6
fic_1830_7266.txt-2405-21	fic_1848_1108.txt-880-9	annotator11	1		chef_nn	6
fic_1848_1108.txt-902-6	mag_1850_555680.txt-297-13	annotator11	2		chef_nn	6
fic_1992_40323.txt-77-14	mag_1988_327176.txt-25-12	annotator11	4		chef_nn	6
news_2004_640280.txt-14-1	fic_1840_7057.txt-1784-63	annotator11	1		chef_nn	6
fic_1992_40323.txt-77-14	news_1995_631270.txt-48-3	annotator11	4		chef_nn	6
news_1997_621043.txt-70-18	nf_1977_774125.txt-1398-15	annotator11	4		chef_nn	6
mag_1836_554393.txt-176-33	fic_1846_544.txt-2808-20	annotator11	1		chef_nn	6
fic_1848_1108.txt-892-14	news_2005_623919.txt-25-4	annotator11	4		chef_nn	6
news_2005_623919.txt-25-4	fic_1848_1108.txt-882-6	annotator11	4		chef_nn	6
mag_1836_554393.txt-176-6	news_1997_610581.txt-97-15	annotator11	1		chef_nn	6
mag_2007_389533.txt-69-8	fic_2004_32588.txt-86-3	annotator11	4		chef_nn	6
news_1997_610581.txt-97-15	fic_1848_1108.txt-1251-25	annotator11	1		chef_nn	6
news_1977_732998.txt-23-0	fic_2001_27380.txt-81-4	annotator11	4		chef_nn	6
fic_1848_1108.txt-895-6	fic_1995_39282.txt-307-1	annotator12	4		chef_nn	6
fic_1848_1108.txt-1752-4	fic_1977_10626.txt-73-4	annotator12	4		chef_nn	6
nf_1977_774125.txt-1398-15	mag_1999_407915.txt-274-7	annotator12	4		chef_nn	6
news_1994_606769.txt-54-0	mag_2004_414078.txt-72-10	annotator12	4		chef_nn	6
fic_1844_3928.txt-3841-15	news_2006_629441.txt-92-6	annotator12	1		chef_nn	6
fic_1843_7026.txt-476-36	news_2005_623919.txt-25-4	annotator12	1		chef_nn	6
news_2006_629441.txt-92-6	fic_2005_50340.txt-357-17	annotator12	4		chef_nn	6
fic_1848_1108.txt-886-11	fic_1844_3928.txt-2022-43	annotator12	1		chef_nn	6
fic_1819_8988.txt-1529-15	nf_1991_774072.txt-1176-5	annotator11	4		chef_nn	6
news_1997_621043.txt-70-18	news_1981_671027.txt-1-32	annotator11	4		chef_nn	6
news_1977_732998.txt-23-0	fic_1819_8988.txt-1529-15	annotator11	0		chef_nn	6
fic_1963_780073.txt-930-21	news_1996_658409.txt-1-8	annotator11	4		chef_nn	6
news_1995_638686.txt-13-1	mag_2004_416263.txt-0-3	annotator11	4		chef_nn	6
news_2006_636092.txt-61-0	mag_1986_432289.txt-29-3	annotator11	4		chef_nn	6
mag_2003_407716.txt-5-8	fic_1848_1108.txt-880-9	annotator11	4		chef_nn	6
news_1995_631301.txt-29-11	fic_1844_3928.txt-3841-15	annotator11	1		chef_nn	6
fic_1830_7266.txt-2405-21	mag_1989_328766.txt-22-2	annotator11	0		chef_nn	6
news_1994_620115.txt-16-3	mag_1986_432289.txt-29-3	annotator11	4		chef_nn	6
fic_1819_8988.txt-1465-17	fic_2008_36299.txt-94-1	annotator11	1		chef_nn	6
mag_1989_328766.txt-15-6	news_1997_610552.txt-22-22	annotator11	4		chef_nn	6
fic_1844_3928.txt-2022-43	mag_2006_428641.txt-119-6	annotator11	1		chef_nn	6
