identifier1	identifier2	annotator	judgment	comment	lemma	round
fic_1848_1108.txt-658-11	news_1995_631301.txt-29-11	annotator9	4		chef_nn	6
mag_1997_428061.txt-153-6	news_1996_625831.txt-58-40	annotator9	0		chef_nn	6
fic_1844_3928.txt-1406-9	nf_1838_747482.txt-609-7	annotator9	0		chef_nn	6
fic_1855_602.txt-2563-6	news_2004_640280.txt-14-1	annotator9	0		chef_nn	6
nf_1977_774125.txt-1317-2	mag_1970_490700.txt-1377-6	annotator9	4		chef_nn	6
mag_1989_328766.txt-22-2	fic_1848_1108.txt-1273-1	annotator9	4		chef_nn	6
news_1994_620115.txt-16-3	fic_1848_1108.txt-1271-6	annotator9	4		chef_nn	6
news_1995_631301.txt-29-11	news_2004_640280.txt-14-1	annotator9	4		chef_nn	6
mag_1995_395507.txt-3-6	fic_1844_3928.txt-3319-1	annotator9	0		chef_nn	6
fic_1844_3928.txt-2149-12	nf_1838_747482.txt-728-5	annotator9	0		chef_nn	6
mag_2009_405412.txt-17-12	news_1994_606769.txt-54-0	annotator9	0		chef_nn	6
fic_1846_556.txt-613-30	mag_1827_553811.txt-58-39	annotator9	0		chef_nn	6
mag_1996_427510.txt-24-23	nf_1991_774072.txt-1191-11	annotator9	4		chef_nn	6
news_2002_603927.txt-69-19	mag_2006_428641.txt-119-6	annotator9	3		chef_nn	6
fic_1848_1108.txt-704-4	fic_1999_16036.txt-585-7	annotator9	4		chef_nn	6
news_1997_610573.txt-66-9	mag_1827_553811.txt-241-8	annotator9	0		chef_nn	6
nf_1859_748120.txt-1635-2	news_1993_655748.txt-41-5	annotator9	0		chef_nn	6
mag_1834_564675.txt-91-45	fic_2003_27409.txt-227-20	annotator9	0		chef_nn	6
mag_2009_406412.txt-9-7	nf_1977_774125.txt-986-6	annotator9	3		chef_nn	6
nf_1844_747533.txt-1857-4	news_2002_603927.txt-69-19	annotator9	0		chef_nn	6
fic_1844_3928.txt-3319-1	fic_1848_1108.txt-882-6	annotator9	0		chef_nn	6
mag_1995_395507.txt-45-4	fic_2004_32588.txt-86-3	annotator9	3		chef_nn	6
news_2005_623919.txt-25-4	news_1994_606768.txt-26-8	annotator9	3		chef_nn	6
nf_1977_774125.txt-1317-2	news_1977_732998.txt-23-0	annotator9	0		chef_nn	6
fic_1848_1108.txt-1752-4	fic_1844_3928.txt-1406-9	annotator9	0		chef_nn	6
fic_1998_43729.txt-862-4	mag_1831_563844.txt-522-33	annotator9	0		chef_nn	6
nf_1977_774125.txt-986-6	nf_1844_747533.txt-1857-4	annotator9	0		chef_nn	6
fic_1835_7142.txt-815-43	nf_1977_774125.txt-767-0	annotator9	0		chef_nn	6
fic_1848_1108.txt-1267-1	fic_1846_544.txt-2808-20	annotator9	4		chef_nn	6
nf_1977_774125.txt-986-6	mag_1996_427510.txt-24-23	annotator9	4		chef_nn	6
mag_1827_553813.txt-226-40	nf_2009_774617.txt-77-3	annotator9	0		chef_nn	6
news_2006_623955.txt-26-1	mag_1834_564675.txt-91-45	annotator9	0		chef_nn	6
mag_1982_432096.txt-101-5	mag_1999_407915.txt-20-11	annotator9	4		chef_nn	6
mag_1827_553811.txt-58-39	nf_1991_774072.txt-1176-5	annotator9	0		chef_nn	6
news_2006_623954.txt-164-19	mag_1832_564353.txt-125-27	annotator9	0		chef_nn	6
fic_1989_14218.txt-1947-9	mag_1831_563844.txt-522-33	annotator9	0		chef_nn	6
fic_1977_10626.txt-73-4	nf_1856_755595.txt-1039-23	annotator9	4		chef_nn	6
nf_1859_748120.txt-1635-2	fic_1848_1108.txt-902-6	annotator9	0		chef_nn	6
mag_1995_395507.txt-45-4	mag_1843_565236.txt-728-35	annotator9	0		chef_nn	6
fic_1844_3928.txt-2022-43	fic_1995_39408.txt-349-5	annotator11	1		chef_nn	6
mag_1831_563844.txt-522-33	mag_1986_432289.txt-29-3	annotator11	1		chef_nn	6
news_1998_610624.txt-51-8	nf_1838_747482.txt-728-5	annotator11	1		chef_nn	6
fic_1848_1108.txt-1284-31	fic_1835_7133.txt-2558-11	annotator11	1		chef_nn	6
mag_1988_327176.txt-25-12	fic_1848_1108.txt-660-44	annotator11	2		chef_nn	6
news_2007_637870.txt-20-6	fic_1827_7168.txt-1724-40	annotator11	1		chef_nn	6
fic_1848_1108.txt-880-9	mag_1997_428061.txt-153-6	annotator11	1		chef_nn	6
fic_1827_7168.txt-1724-40	fic_1848_1108.txt-1284-31	annotator11	2		chef_nn	6
fic_1835_7142.txt-1357-3	mag_2004_415399.txt-38-3	annotator11	1		chef_nn	6
news_2004_640280.txt-14-1	fic_1844_3928.txt-1406-9	annotator11	2		chef_nn	6
fic_1844_3928.txt-3841-15	news_1997_610573.txt-66-9	annotator11	2		chef_nn	6
fic_1838_7250.txt-1671-18	fic_1997_42337.txt-598-17	annotator12	0		chef_nn	6
mag_1995_395507.txt-3-6	fic_1844_3928.txt-2149-12	annotator12	1		chef_nn	6
fic_1995_39282.txt-307-1	fic_1848_1108.txt-1288-2	annotator12	4		chef_nn	6
mag_1999_407915.txt-20-11	mag_1827_553811.txt-241-8	annotator12	1		chef_nn	6
fic_1835_7064.txt-946-17	fic_1848_1108.txt-886-11	annotator12	1		chef_nn	6
nf_1991_774072.txt-1394-40	fic_1995_39408.txt-349-5	annotator12	1		chef_nn	6
fic_1852_9031.txt-1189-25	mag_1999_407915.txt-274-7	annotator12	1		chef_nn	6
news_1977_732998.txt-23-0	nf_1991_774072.txt-1394-40	annotator12	4		chef_nn	6
nf_1977_774125.txt-767-0	fic_1997_42337.txt-598-17	annotator12	4		chef_nn	6
fic_1848_1108.txt-1271-6	fic_1844_3928.txt-3841-15	annotator12	1		chef_nn	6
news_1998_632300.txt-65-5	mag_2004_410917.txt-95-12	annotator12	4		chef_nn	6
news_2006_629441.txt-92-6	fic_1848_1108.txt-907-2	annotator12	0		chef_nn	6
mag_1858_556623.txt-365-50	mag_1995_395507.txt-3-6	annotator12	1		chef_nn	6
fic_1848_1108.txt-704-4	news_2004_640280.txt-14-1	annotator12	0		chef_nn	6
news_1998_632300.txt-65-5	fic_1998_43248.txt-105-21	annotator12	4		chef_nn	6
news_2007_637889.txt-36-1	news_1996_658409.txt-1-8	annotator12	4		chef_nn	6
mag_1858_556623.txt-365-50	mag_1834_564675.txt-91-45	annotator12	4		chef_nn	6
fic_2003_27409.txt-227-20	mag_1997_428061.txt-162-1	annotator12	0		chef_nn	6
nf_1977_774125.txt-986-6	news_1983_671296.txt-46-5	annotator12	4		chef_nn	6
fic_1838_7250.txt-1671-18	fic_1995_39282.txt-307-1	annotator12	0		chef_nn	6
fic_1827_7168.txt-1724-40	fic_2004_49470.txt-126-19	annotator12	1		chef_nn	6
fic_1844_3928.txt-2149-12	news_2007_637870.txt-20-6	annotator12	1		chef_nn	6
fic_1848_1108.txt-902-6	nf_1977_774125.txt-1317-2	annotator12	0		chef_nn	6
fic_1963_780073.txt-930-21	fic_1835_7133.txt-2558-11	annotator12	0		chef_nn	6
fic_2004_49470.txt-126-19	news_1997_610581.txt-97-15	annotator12	4		chef_nn	6
news_1994_606768.txt-26-8	news_1983_671296.txt-46-5	annotator12	4		chef_nn	6
fic_1835_7133.txt-2558-11	fic_1819_8988.txt-1529-15	annotator12	4		chef_nn	6
fic_1989_14218.txt-1947-9	fic_1855_602.txt-2563-6	annotator12	1		chef_nn	6
news_1996_625831.txt-58-40	news_1995_631301.txt-29-11	annotator12	4		chef_nn	6
fic_1993_25002.txt-9471-1	nf_1856_755595.txt-1039-23	annotator12	4		chef_nn	6
fic_1848_1108.txt-1267-1	fic_1848_1108.txt-886-11	annotator12	0		chef_nn	6
mag_1827_553811.txt-241-8	news_1994_620115.txt-16-3	annotator12	1		chef_nn	6
mag_2004_410917.txt-95-12	nf_1977_774125.txt-1317-2	annotator12	4		chef_nn	6
fic_2005_50340.txt-357-17	mag_1831_563844.txt-522-33	annotator12	0		chef_nn	6
fic_1844_3928.txt-3319-1	fic_1846_556.txt-613-30	annotator12	1		chef_nn	6
fic_1844_3928.txt-3841-15	fic_1993_25002.txt-9471-1	annotator12	1		chef_nn	6
news_1996_625831.txt-58-40	fic_1997_42337.txt-598-17	annotator12	4		chef_nn	6
news_2007_637870.txt-20-6	fic_1848_1108.txt-886-11	annotator12	4		chef_nn	6
fic_1998_43729.txt-862-4	mag_1999_407915.txt-20-11	annotator12	0		chef_nn	6
news_1997_610581.txt-97-15	news_1994_620115.txt-16-3	annotator12	4		chef_nn	6
news_1997_610581.txt-97-15	fic_1848_1108.txt-1752-4	annotator12	4		chef_nn	6
mag_1827_553811.txt-58-39	mag_1827_553813.txt-226-40	annotator12	0		chef_nn	6
mag_1999_407915.txt-274-7	fic_1844_3928.txt-2149-12	annotator12	1		chef_nn	6
news_2006_623955.txt-26-1	mag_1835_554346.txt-89-53	annotator12	1		chef_nn	6
nf_1977_774125.txt-1398-15	mag_1994_426049.txt-149-1	annotator12	4		chef_nn	6
fic_1835_7142.txt-815-43	fic_1963_780073.txt-1843-7	annotator12	1		chef_nn	6
fic_1848_1108.txt-895-6	fic_2007_33461.txt-116-19	annotator12	4		chef_nn	6
fic_1848_1108.txt-1271-6	mag_2009_405412.txt-17-12	annotator12	4		chef_nn	6
fic_1846_544.txt-2808-20	mag_1845_565442.txt-141-14	annotator12	1		chef_nn	6
mag_2009_405412.txt-17-12	fic_1848_1108.txt-895-6	annotator12	4		chef_nn	6
mag_1995_395507.txt-44-0	nf_1856_755595.txt-1039-23	annotator12	4		chef_nn	6
news_1997_621043.txt-70-18	fic_1855_602.txt-2563-6	annotator12	1		chef_nn	6
fic_1848_1108.txt-882-6	fic_1848_1108.txt-1752-4	annotator12	0		chef_nn	6
fic_1848_1108.txt-704-4	mag_1827_553813.txt-226-40	annotator12	0		chef_nn	6
fic_1852_9031.txt-1189-25	mag_1832_564353.txt-125-27	annotator9	4		chef_nn	6
fic_1840_7057.txt-1784-63	fic_1848_1108.txt-1284-31	annotator9	3		chef_nn	6
fic_1840_7057.txt-1784-63	fic_1844_3928.txt-3841-15	annotator9	2		chef_nn	6
mag_1827_553813.txt-226-40	mag_1835_554346.txt-89-53	annotator9	2		chef_nn	6
fic_1840_7057.txt-1784-63	mag_1835_554346.txt-89-53	annotator9	2		chef_nn	6
fic_1848_1108.txt-1284-31	mag_1835_554346.txt-89-53	annotator9	2		chef_nn	6
fic_1840_7057.txt-1784-63	mag_1827_553813.txt-226-40	annotator9	2		chef_nn	6
fic_1852_9031.txt-1189-25	mag_1835_554346.txt-89-53	annotator9	4		chef_nn	6
fic_1852_9031.txt-1189-25	fic_1844_3928.txt-3841-15	annotator9	2		chef_nn	6
fic_1844_3928.txt-3841-15	fic_1848_1108.txt-1284-31	annotator9	2		chef_nn	6
fic_1852_9031.txt-1189-25	mag_1827_553813.txt-226-40	annotator9	2		chef_nn	6
fic_1844_3928.txt-3841-15	mag_1835_554346.txt-89-53	annotator9	2		chef_nn	6
fic_1852_9031.txt-1189-25	fic_1848_1108.txt-1284-31	annotator9	2		chef_nn	6
fic_1852_9031.txt-1189-25	fic_1840_7057.txt-1784-63	annotator9	2		chef_nn	6
fic_1844_3928.txt-3841-15	mag_1827_553813.txt-226-40	annotator9	3		chef_nn	6
mag_1827_553813.txt-226-40	fic_1848_1108.txt-1284-31	annotator9	3		chef_nn	6
fic_1819_8988.txt-1529-15	fic_1844_3928.txt-3841-15	annotator9	2		chef_nn	6
fic_1852_9031.txt-1189-25	fic_1995_39408.txt-349-5	annotator9	2		chef_nn	6
fic_1844_3928.txt-3841-15	fic_1835_7142.txt-815-43	annotator10	4		chef_nn	6
fic_1835_7142.txt-815-43	fic_1848_1108.txt-1284-31	annotator10	1	Second sentence's chef is in a different langauge.	chef_nn	6
fic_1852_9031.txt-1189-25	fic_1840_7057.txt-1784-63	annotator10	1		chef_nn	6
fic_1848_1108.txt-1284-31	mag_1835_554346.txt-89-53	annotator10	1		chef_nn	6
fic_1840_7057.txt-1784-63	fic_1827_7168.txt-915-10	annotator10	1		chef_nn	6
mag_1827_553813.txt-226-40	mag_1835_554346.txt-89-53	annotator10	0		chef_nn	6
mag_1836_554393.txt-176-6	mag_1835_554346.txt-89-53	annotator10	4		chef_nn	6
fic_1852_9031.txt-1189-25	mag_1834_564675.txt-91-45	annotator10	4		chef_nn	6
mag_1843_565236.txt-728-35	fic_1848_1108.txt-1284-31	annotator10	3		chef_nn	6
fic_1840_7057.txt-1784-63	fic_1848_1108.txt-1284-31	annotator10	1		chef_nn	6
fic_1844_3928.txt-3841-15	fic_1848_1108.txt-1284-31	annotator10	1		chef_nn	6
fic_1843_7026.txt-1111-34	mag_1835_554346.txt-89-53	annotator10	4		chef_nn	6
mag_1827_553813.txt-226-40	fic_1846_544.txt-2808-20	annotator10	0		chef_nn	6
nf_1844_747533.txt-1857-4	fic_1840_7057.txt-1784-63	annotator10	0	Not enough	chef_nn	6
mag_1850_555680.txt-297-13	mag_1835_554346.txt-89-53	annotator10	3		chef_nn	6
fic_1840_7057.txt-1784-63	mag_1835_554346.txt-89-53	annotator10	3		chef_nn	6
fic_1819_8988.txt-1529-15	mag_1827_553813.txt-226-40	annotator10	0		chef_nn	6
fic_1852_9031.txt-1189-25	mag_1832_564353.txt-125-27	annotator10	4		chef_nn	6
mag_1827_553813.txt-226-40	mag_1836_554393.txt-176-6	annotator10	0		chef_nn	6
fic_1848_1108.txt-1284-31	fic_1846_544.txt-2808-20	annotator10	1		chef_nn	6
fic_1844_3928.txt-3841-15	fic_1844_3928.txt-2149-12	annotator10	4		chef_nn	6
fic_1835_7142.txt-1357-3	mag_1835_554346.txt-89-53	annotator10	0		chef_nn	6
mag_1827_553813.txt-226-40	fic_1848_1108.txt-1284-31	annotator10	0		chef_nn	6
mag_1827_553811.txt-58-39	mag_1827_553813.txt-226-40	annotator10	0		chef_nn	6
fic_1852_9031.txt-1189-25	mag_1827_553813.txt-226-40	annotator10	0		chef_nn	6
fic_1840_7057.txt-1784-63	mag_1827_553813.txt-226-40	annotator10	0		chef_nn	6
fic_1852_9031.txt-1189-25	fic_1827_7168.txt-1724-40	annotator10	4		chef_nn	6
fic_1819_8988.txt-1529-15	fic_1848_1108.txt-1284-31	annotator10	1		chef_nn	6
fic_1844_3928.txt-3841-15	mag_1860_567343.txt-87-1	annotator10	3		chef_nn	6
nf_1844_747533.txt-1857-4	fic_1848_1108.txt-1284-31	annotator10	1		chef_nn	6
fic_1840_7057.txt-1784-63	mag_1860_567343.txt-87-1	annotator10	3		chef_nn	6
fic_1852_9031.txt-1189-25	mag_1835_554346.txt-89-53	annotator10	4		chef_nn	6
nf_1833_747531.txt-2651-12	fic_1848_1108.txt-1284-31	annotator10	0		chef_nn	6
mag_1860_567343.txt-87-1	mag_1827_553813.txt-226-40	annotator10	0		chef_nn	6
fic_1848_1108.txt-1284-31	mag_1836_554393.txt-176-6	annotator10	1		chef_nn	6
fic_1840_7057.txt-1784-63	fic_1995_39408.txt-349-5	annotator10	3		chef_nn	6
fic_1852_9031.txt-1189-25	fic_1844_3928.txt-3841-15	annotator10	2		chef_nn	6
fic_1844_3928.txt-3841-15	mag_1835_554346.txt-89-53	annotator10	2		chef_nn	6
mag_1834_564675.txt-91-45	mag_1835_554346.txt-89-53	annotator10	4		chef_nn	6
nf_1844_747533.txt-1857-4	mag_1835_554346.txt-89-53	annotator10	4		chef_nn	6
fic_1840_7057.txt-1784-63	mag_1827_553811.txt-58-39	annotator10	1		chef_nn	6
mag_1827_553813.txt-226-40	fic_1844_3928.txt-2149-12	annotator10	0		chef_nn	6
mag_1850_555680.txt-297-13	fic_1848_1108.txt-1284-31	annotator10	1		chef_nn	6
fic_1844_3928.txt-3841-15	mag_1827_553811.txt-58-39	annotator10	3		chef_nn	6
mag_1827_553813.txt-226-40	fic_1843_7026.txt-1111-34	annotator10	0		chef_nn	6
fic_1852_9031.txt-1189-25	fic_1848_1108.txt-1284-31	annotator10	1		chef_nn	6
fic_1840_7057.txt-1784-63	fic_1846_544.txt-2808-20	annotator10	1		chef_nn	6
fic_1840_7057.txt-1784-63	fic_1844_3928.txt-1406-9	annotator10	3		chef_nn	6
mag_1845_565442.txt-141-14	mag_1827_553813.txt-226-40	annotator10	0		chef_nn	6
fic_1852_9031.txt-1189-25	fic_1995_39408.txt-349-5	annotator10	1		chef_nn	6
fic_1840_7057.txt-1784-63	fic_1844_3928.txt-2149-12	annotator10	3		chef_nn	6
fic_1844_3928.txt-3841-15	fic_1995_39408.txt-349-5	annotator10	1		chef_nn	6
fic_1844_3928.txt-3841-15	fic_1843_7026.txt-1111-34	annotator10	1		chef_nn	6
fic_1844_3928.txt-3841-15	mag_1827_553813.txt-226-40	annotator10	0		chef_nn	6
mag_1827_553811.txt-241-8	mag_1827_553813.txt-226-40	annotator10	0		chef_nn	6
fic_1840_7057.txt-1784-63	fic_1844_3928.txt-3841-15	annotator10	3		chef_nn	6
mag_1827_553811.txt-241-8	fic_1852_9031.txt-1189-25	annotator10	1		chef_nn	6
fic_1844_3928.txt-3841-15	mag_1834_564675.txt-91-45	annotator10	1		chef_nn	6
fic_1819_8988.txt-1529-15	fic_1844_3928.txt-3841-15	annotator10	0		chef_nn	6
fic_1819_8988.txt-1529-15	fic_1840_7057.txt-1784-63	annotator10	0		chef_nn	6
fic_1819_8988.txt-1529-15	fic_1852_9031.txt-1189-25	annotator10	0		chef_nn	6
mag_1827_553811.txt-241-8	fic_1848_1108.txt-1284-31	annotator10	1		chef_nn	6
mag_1827_553811.txt-241-8	fic_1844_3928.txt-3841-15	annotator10	3		chef_nn	6
mag_1827_553813.txt-226-40	fic_1846_544.txt-2808-20	annotator9	3		chef_nn	6
fic_1844_3928.txt-3841-15	fic_1844_3928.txt-2149-12	annotator9	4		chef_nn	6
mag_1827_553813.txt-226-40	mag_1836_554393.txt-176-6	annotator9	3		chef_nn	6
fic_1844_3928.txt-3841-15	fic_1843_7026.txt-1111-34	annotator9	2		chef_nn	6
fic_1844_3928.txt-3841-15	mag_1860_567343.txt-87-1	annotator9	2		chef_nn	6
fic_1819_8988.txt-1529-15	fic_1840_7057.txt-1784-63	annotator9	3		chef_nn	6
mag_1843_565236.txt-728-35	fic_1848_1108.txt-1284-31	annotator9	2		chef_nn	6
nf_1844_747533.txt-1857-4	fic_1848_1108.txt-1284-31	annotator9	2		chef_nn	6
fic_1840_7057.txt-1784-63	fic_1995_39408.txt-349-5	annotator9	3		chef_nn	6
fic_1840_7057.txt-1784-63	fic_1827_7168.txt-915-10	annotator9	2		chef_nn	6
fic_1852_9031.txt-1189-25	mag_1834_564675.txt-91-45	annotator9	4		chef_nn	6
mag_1836_554393.txt-176-6	mag_1835_554346.txt-89-53	annotator9	2		chef_nn	6
mag_1827_553811.txt-58-39	mag_1827_553813.txt-226-40	annotator9	3		chef_nn	6
mag_1850_555680.txt-297-13	fic_1848_1108.txt-1284-31	annotator9	2		chef_nn	6
fic_1835_7142.txt-815-43	fic_1848_1108.txt-1284-31	annotator9	3		chef_nn	6
fic_1844_3928.txt-3841-15	fic_1995_39408.txt-349-5	annotator9	3		chef_nn	6
nf_1833_747531.txt-2651-12	fic_1848_1108.txt-1284-31	annotator9	2		chef_nn	6
mag_1827_553811.txt-241-8	fic_1852_9031.txt-1189-25	annotator9	2		chef_nn	6
fic_1840_7057.txt-1784-63	fic_1846_544.txt-2808-20	annotator9	3		chef_nn	6
fic_1844_3928.txt-3841-15	mag_1834_564675.txt-91-45	annotator9	2		chef_nn	6
fic_1848_1108.txt-1284-31	mag_1836_554393.txt-176-6	annotator9	3		chef_nn	6
fic_1819_8988.txt-1529-15	fic_1848_1108.txt-1284-31	annotator9	2		chef_nn	6
fic_1844_3928.txt-3841-15	mag_1827_553811.txt-58-39	annotator9	3		chef_nn	6
mag_1827_553811.txt-241-8	fic_1844_3928.txt-3841-15	annotator9	3		chef_nn	6
fic_1840_7057.txt-1784-63	fic_1844_3928.txt-2149-12	annotator9	3		chef_nn	6
fic_1848_1108.txt-1284-31	fic_1846_544.txt-2808-20	annotator9	3		chef_nn	6
mag_1850_555680.txt-297-13	mag_1835_554346.txt-89-53	annotator9	2		chef_nn	6
mag_1860_567343.txt-87-1	mag_1827_553813.txt-226-40	annotator9	2		chef_nn	6
mag_1827_553813.txt-226-40	fic_1844_3928.txt-2149-12	annotator9	3		chef_nn	6
fic_1840_7057.txt-1784-63	mag_1860_567343.txt-87-1	annotator9	2		chef_nn	6
mag_1827_553811.txt-241-8	mag_1827_553813.txt-226-40	annotator9	3		chef_nn	6
nf_1844_747533.txt-1857-4	mag_1835_554346.txt-89-53	annotator9	4		chef_nn	6
fic_1844_3928.txt-3841-15	fic_1835_7142.txt-815-43	annotator9	3		chef_nn	6
mag_1827_553811.txt-241-8	fic_1848_1108.txt-1284-31	annotator9	3		chef_nn	6
fic_1843_7026.txt-1111-34	mag_1835_554346.txt-89-53	annotator9	4		chef_nn	6
fic_1840_7057.txt-1784-63	mag_1827_553811.txt-58-39	annotator9	2		chef_nn	6
mag_1834_564675.txt-91-45	mag_1835_554346.txt-89-53	annotator9	4		chef_nn	6
fic_1840_7057.txt-1784-63	fic_1844_3928.txt-1406-9	annotator9	3		chef_nn	6
fic_1819_8988.txt-1529-15	fic_1852_9031.txt-1189-25	annotator9	2		chef_nn	6
fic_1835_7142.txt-1357-3	mag_1835_554346.txt-89-53	annotator9	2		chef_nn	6
fic_1819_8988.txt-1529-15	mag_1827_553813.txt-226-40	annotator9	3		chef_nn	6
mag_1845_565442.txt-141-14	mag_1827_553813.txt-226-40	annotator9	2		chef_nn	6
mag_1827_553813.txt-226-40	fic_1843_7026.txt-1111-34	annotator9	2		chef_nn	6
nf_1844_747533.txt-1857-4	fic_1840_7057.txt-1784-63	annotator9	2		chef_nn	6
fic_1852_9031.txt-1189-25	fic_1827_7168.txt-1724-40	annotator9	4		chef_nn	6
